Date,Dealer,Customer
201810,0.018392643,0.000499449
201811,0.012360744,0.000434633
201812,0.008481412,0.000618134
201901,0.006067941,0.000905508
201902,0.00654799,0.000423045
201903,0.006623098,0.000400507
